/workspace/codes/build/src/model-net-fluid-flow-wan-random-traffic --sync=1 -- config.yaml 

Fri Jul 24 14:31:02 2026

ROSS Version: v8.1.0

tw_net_start: Found world size to be 1 
fluid-flow-wan config: workload=random-traffic switches=128 terminals=256 interval_seconds=10.000000 num_send_intervals=40 num_drain_intervals=20 backpressure_delay_ms=1.000000 flow_generation_every_n_intervals=4 random_flow_min_gbit=1000.000000 random_flow_max_gbit=4000.000000 output_data_unit=Gb buffer_mode=shared egress_model=statistical csv_logs=buffered-forward ross_message_size=32768 fluid_msg_size=30736

ROSS Core Configuration: 
	Total PEs                                                    1
	Total KPs                                          [Nodes (1) x KPs (16)] 16
	Total LPs                                                  384
	Simulation End Time                                31536000000000000.00
	LP-to-PE Mapping                                   model defined


ROSS Event Memory Allocation:
	Model events                                            393217
	Network events                                              16
	Total events                                            393232

*** START SEQUENTIAL SIMULATION ***

*** END SIMULATION ***

fluid-flow-wan gid=0 switch=0 name=S000 ports=9 shared_buffer_gbit=100.000000 received_fragments=7537 sent_fragments=7012 buffered_residual_gbit=3832.170960 sent_gbit=48255.481378 local_delivery_gbit=6672.314922 dropped_gbit=9505.710726 ready_queue_gbit=12.561942 shared_buffer_occupied_gbit=12.561942 pause_asserted=0 pause_updates_sent=62 pause_frames_sent=31 resume_frames_sent=31 pause_updates_received=24 pause_frames_received=12 resume_frames_received=12 total_pause_time_ms=133400.000000
fluid-flow-wan gid=51 switch=51 name=S021 ports=8 shared_buffer_gbit=100.000000 received_fragments=7280 sent_fragments=6248 buffered_residual_gbit=2832.717629 sent_gbit=68219.225797 local_delivery_gbit=10843.924666 dropped_gbit=8241.394683 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=58 pause_frames_received=29 resume_frames_received=29 total_pause_time_ms=384050.000000
fluid-flow-wan gid=52 switch=52 name=S022 ports=4 shared_buffer_gbit=100.000000 received_fragments=2809 sent_fragments=3306 buffered_residual_gbit=4728.527682 sent_gbit=35977.267339 local_delivery_gbit=15077.129564 dropped_gbit=4224.421874 ready_queue_gbit=100.000000 shared_buffer_occupied_gbit=100.000000 pause_asserted=1 pause_updates_sent=83 pause_frames_sent=42 resume_frames_sent=41 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000
fluid-flow-wan gid=53 switch=53 name=S029 ports=6 shared_buffer_gbit=100.000000 received_fragments=4452 sent_fragments=4378 buffered_residual_gbit=3584.490606 sent_gbit=34526.638011 local_delivery_gbit=4945.909401 dropped_gbit=8030.692437 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=62 pause_frames_sent=31 resume_frames_sent=31 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=161200.000000
fluid-flow-wan gid=54 switch=54 name=S039 ports=6 shared_buffer_gbit=100.000000 received_fragments=3907 sent_fragments=3930 buffered_residual_gbit=2354.859883 sent_gbit=46667.954337 local_delivery_gbit=7071.495143 dropped_gbit=7099.469363 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=42 pause_frames_sent=21 resume_frames_sent=21 pause_updates_received=40 pause_frames_received=20 resume_frames_received=20 total_pause_time_ms=219000.000000
fluid-flow-wan gid=55 switch=55 name=S082 ports=7 shared_buffer_gbit=100.000000 received_fragments=3805 sent_fragments=4041 buffered_residual_gbit=3868.260035 sent_gbit=48558.773697 local_delivery_gbit=10145.814392 dropped_gbit=10991.217362 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=68 pause_frames_sent=34 resume_frames_sent=34 pause_updates_received=28 pause_frames_received=14 resume_frames_received=14 total_pause_time_ms=162300.000000
fluid-flow-wan gid=56 switch=56 name=S024 ports=8 shared_buffer_gbit=100.000000 received_fragments=5686 sent_fragments=4960 buffered_residual_gbit=2358.034069 sent_gbit=54724.032767 local_delivery_gbit=7015.389953 dropped_gbit=8575.284904 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=38 pause_frames_sent=19 resume_frames_sent=19 pause_updates_received=44 pause_frames_received=22 resume_frames_received=22 total_pause_time_ms=267900.000000
fluid-flow-wan gid=57 switch=57 name=S115 ports=5 shared_buffer_gbit=100.000000 received_fragments=2248 sent_fragments=2223 buffered_residual_gbit=1380.307759 sent_gbit=31068.469606 local_delivery_gbit=11795.586580 dropped_gbit=4318.432307 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=28 pause_frames_received=14 resume_frames_received=14 total_pause_time_ms=172300.000000
fluid-flow-wan gid=58 switch=58 name=S025 ports=5 shared_buffer_gbit=100.000000 received_fragments=2480 sent_fragments=2288 buffered_residual_gbit=543.921026 sent_gbit=26633.621983 local_delivery_gbit=10120.132440 dropped_gbit=3243.095730 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=8 pause_frames_sent=4 resume_frames_sent=4 pause_updates_received=22 pause_frames_received=11 resume_frames_received=11 total_pause_time_ms=193950.000000
fluid-flow-wan gid=59 switch=59 name=S072 ports=8 shared_buffer_gbit=100.000000 received_fragments=6329 sent_fragments=4872 buffered_residual_gbit=2248.119099 sent_gbit=51070.130581 local_delivery_gbit=4780.722954 dropped_gbit=9768.469441 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=38 pause_frames_sent=19 resume_frames_sent=19 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=211200.000000
fluid-flow-wan gid=60 switch=60 name=S101 ports=4 shared_buffer_gbit=100.000000 received_fragments=2192 sent_fragments=3020 buffered_residual_gbit=3483.337271 sent_gbit=19900.961950 local_delivery_gbit=6992.844112 dropped_gbit=4829.743540 ready_queue_gbit=41.761812 shared_buffer_occupied_gbit=41.761812 pause_asserted=0 pause_updates_sent=38 pause_frames_sent=19 resume_frames_sent=19 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=58350.000000
fluid-flow-wan gid=61 switch=61 name=S116 ports=6 shared_buffer_gbit=100.000000 received_fragments=2500 sent_fragments=3249 buffered_residual_gbit=4174.751645 sent_gbit=27270.184337 local_delivery_gbit=9899.102394 dropped_gbit=5717.834054 ready_queue_gbit=57.787524 shared_buffer_occupied_gbit=57.787524 pause_asserted=0 pause_updates_sent=52 pause_frames_sent=26 resume_frames_sent=26 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=76700.000000
fluid-flow-wan gid=62 switch=62 name=S033 ports=5 shared_buffer_gbit=100.000000 received_fragments=4377 sent_fragments=3881 buffered_residual_gbit=1276.135124 sent_gbit=43996.361817 local_delivery_gbit=9777.307600 dropped_gbit=7601.999735 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=68 pause_frames_received=34 resume_frames_received=34 total_pause_time_ms=421300.000000
fluid-flow-wan gid=63 switch=63 name=S125 ports=5 shared_buffer_gbit=100.000000 received_fragments=2298 sent_fragments=2277 buffered_residual_gbit=1672.811016 sent_gbit=27175.478463 local_delivery_gbit=6206.901364 dropped_gbit=5426.392699 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=28 pause_frames_sent=14 resume_frames_sent=14 pause_updates_received=38 pause_frames_received=19 resume_frames_received=19 total_pause_time_ms=209550.000000
fluid-flow-wan gid=64 switch=64 name=S028 ports=6 shared_buffer_gbit=100.000000 received_fragments=4108 sent_fragments=4235 buffered_residual_gbit=2947.973791 sent_gbit=39091.099003 local_delivery_gbit=9552.245176 dropped_gbit=9627.287469 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=56 pause_frames_received=28 resume_frames_received=28 total_pause_time_ms=264600.000000
fluid-flow-wan gid=65 switch=65 name=S043 ports=6 shared_buffer_gbit=100.000000 received_fragments=3652 sent_fragments=3448 buffered_residual_gbit=1608.417057 sent_gbit=33308.833996 local_delivery_gbit=5838.569894 dropped_gbit=7153.548584 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=30 pause_frames_sent=15 resume_frames_sent=15 pause_updates_received=52 pause_frames_received=26 resume_frames_received=26 total_pause_time_ms=285700.000000
fluid-flow-wan gid=66 switch=66 name=S054 ports=7 shared_buffer_gbit=100.000000 received_fragments=4107 sent_fragments=3895 buffered_residual_gbit=3613.368421 sent_gbit=35008.607312 local_delivery_gbit=7760.350840 dropped_gbit=6158.007193 ready_queue_gbit=22.124980 shared_buffer_occupied_gbit=22.124980 pause_asserted=0 pause_updates_sent=50 pause_frames_sent=25 resume_frames_sent=25 pause_updates_received=22 pause_frames_received=11 resume_frames_received=11 total_pause_time_ms=103950.000000
fluid-flow-wan gid=67 switch=67 name=S107 ports=6 shared_buffer_gbit=100.000000 received_fragments=4462 sent_fragments=4572 buffered_residual_gbit=3534.057380 sent_gbit=40939.366180 local_delivery_gbit=10206.836808 dropped_gbit=7556.662761 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=62 pause_frames_sent=31 resume_frames_sent=31 pause_updates_received=20 pause_frames_received=10 resume_frames_received=10 total_pause_time_ms=124500.000000
fluid-flow-wan gid=68 switch=68 name=S030 ports=7 shared_buffer_gbit=100.000000 received_fragments=3533 sent_fragments=3227 buffered_residual_gbit=2193.428522 sent_gbit=28166.515493 local_delivery_gbit=3786.383726 dropped_gbit=8594.203532 ready_queue_gbit=0.250219 shared_buffer_occupied_gbit=0.250219 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=231200.000000
fluid-flow-wan gid=69 switch=69 name=S053 ports=7 shared_buffer_gbit=100.000000 received_fragments=3466 sent_fragments=3153 buffered_residual_gbit=2502.415239 sent_gbit=27792.272821 local_delivery_gbit=5205.298043 dropped_gbit=8448.064269 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=40 pause_frames_sent=20 resume_frames_sent=20 pause_updates_received=28 pause_frames_received=14 resume_frames_received=14 total_pause_time_ms=132300.000000
fluid-flow-wan gid=70 switch=70 name=S092 ports=6 shared_buffer_gbit=100.000000 received_fragments=2736 sent_fragments=3378 buffered_residual_gbit=3935.599977 sent_gbit=30537.783365 local_delivery_gbit=8930.560678 dropped_gbit=4886.235253 ready_queue_gbit=67.336707 shared_buffer_occupied_gbit=67.336707 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=16 pause_frames_received=8 resume_frames_received=8 total_pause_time_ms=95600.000000
fluid-flow-wan gid=71 switch=71 name=S070 ports=5 shared_buffer_gbit=100.000000 received_fragments=2681 sent_fragments=2722 buffered_residual_gbit=2315.303328 sent_gbit=35589.002585 local_delivery_gbit=13635.775469 dropped_gbit=5749.589781 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=40 pause_frames_sent=20 resume_frames_sent=20 pause_updates_received=34 pause_frames_received=17 resume_frames_received=17 total_pause_time_ms=220650.000000
fluid-flow-wan gid=72 switch=72 name=S045 ports=7 shared_buffer_gbit=100.000000 received_fragments=6393 sent_fragments=5795 buffered_residual_gbit=5397.513971 sent_gbit=43962.945020 local_delivery_gbit=10469.352082 dropped_gbit=8469.886821 ready_queue_gbit=79.438112 shared_buffer_occupied_gbit=79.438112 pause_asserted=0 pause_updates_sent=86 pause_frames_sent=43 resume_frames_sent=43 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=76150.000000
fluid-flow-wan gid=73 switch=73 name=S034 ports=6 shared_buffer_gbit=100.000000 received_fragments=5249 sent_fragments=4851 buffered_residual_gbit=3040.817720 sent_gbit=42583.200352 local_delivery_gbit=8290.901669 dropped_gbit=8983.773493 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=56 pause_frames_sent=28 resume_frames_sent=28 pause_updates_received=10 pause_frames_received=5 resume_frames_received=5 total_pause_time_ms=137250.000000
fluid-flow-wan gid=74 switch=74 name=S035 ports=4 shared_buffer_gbit=100.000000 received_fragments=2730 sent_fragments=2713 buffered_residual_gbit=1152.478740 sent_gbit=28743.773554 local_delivery_gbit=11885.885213 dropped_gbit=2935.785564 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=8 pause_frames_sent=4 resume_frames_sent=4 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=106150.000000
fluid-flow-wan gid=75 switch=75 name=S065 ports=8 shared_buffer_gbit=100.000000 received_fragments=6354 sent_fragments=5617 buffered_residual_gbit=2974.642738 sent_gbit=58904.882865 local_delivery_gbit=11981.439968 dropped_gbit=8731.750075 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=50 pause_frames_sent=25 resume_frames_sent=25 pause_updates_received=26 pause_frames_received=13 resume_frames_received=13 total_pause_time_ms=182850.000000
fluid-flow-wan gid=76 switch=76 name=S037 ports=4 shared_buffer_gbit=100.000000 received_fragments=2517 sent_fragments=2155 buffered_residual_gbit=1550.368870 sent_gbit=18686.216166 local_delivery_gbit=4262.500101 dropped_gbit=3003.111497 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=6 pause_frames_received=3 resume_frames_received=3 total_pause_time_ms=48350.000000
fluid-flow-wan gid=77 switch=77 name=S088 ports=5 shared_buffer_gbit=100.000000 received_fragments=2328 sent_fragments=2521 buffered_residual_gbit=2956.664046 sent_gbit=23702.597427 local_delivery_gbit=8165.801161 dropped_gbit=6603.252626 ready_queue_gbit=20.403708 shared_buffer_occupied_gbit=20.403708 pause_asserted=0 pause_updates_sent=38 pause_frames_sent=19 resume_frames_sent=19 pause_updates_received=48 pause_frames_received=24 resume_frames_received=24 total_pause_time_ms=276800.000000
fluid-flow-wan gid=78 switch=78 name=S099 ports=7 shared_buffer_gbit=100.000000 received_fragments=6042 sent_fragments=6251 buffered_residual_gbit=5110.785644 sent_gbit=40824.024100 local_delivery_gbit=5454.566235 dropped_gbit=10978.457229 ready_queue_gbit=57.178043 shared_buffer_occupied_gbit=57.178043 pause_asserted=0 pause_updates_sent=80 pause_frames_sent=40 resume_frames_sent=40 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=76150.000000
fluid-flow-wan gid=79 switch=79 name=S038 ports=5 shared_buffer_gbit=100.000000 received_fragments=1728 sent_fragments=1689 buffered_residual_gbit=533.742806 sent_gbit=20263.778666 local_delivery_gbit=5170.306567 dropped_gbit=4874.102399 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=8 pause_frames_sent=4 resume_frames_sent=4 pause_updates_received=30 pause_frames_received=15 resume_frames_received=15 total_pause_time_ms=151750.000000
fluid-flow-wan gid=80 switch=80 name=S040 ports=5 shared_buffer_gbit=100.000000 received_fragments=3355 sent_fragments=2860 buffered_residual_gbit=2852.644231 sent_gbit=22337.438426 local_delivery_gbit=5222.856372 dropped_gbit=5810.322540 ready_queue_gbit=68.503419 shared_buffer_occupied_gbit=68.503419 pause_asserted=0 pause_updates_sent=36 pause_frames_sent=18 resume_frames_sent=18 pause_updates_received=30 pause_frames_received=15 resume_frames_received=15 total_pause_time_ms=241750.000000
fluid-flow-wan gid=81 switch=81 name=S100 ports=7 shared_buffer_gbit=100.000000 received_fragments=5085 sent_fragments=4249 buffered_residual_gbit=2586.307474 sent_gbit=42556.227238 local_delivery_gbit=8409.578307 dropped_gbit=6181.085941 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=44 pause_frames_sent=22 resume_frames_sent=22 pause_updates_received=42 pause_frames_received=21 resume_frames_received=21 total_pause_time_ms=198450.000000
fluid-flow-wan gid=82 switch=82 name=S041 ports=4 shared_buffer_gbit=100.000000 received_fragments=1368 sent_fragments=1226 buffered_residual_gbit=1045.829428 sent_gbit=12641.835117 local_delivery_gbit=4782.222020 dropped_gbit=4310.623050 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=18 pause_frames_sent=9 resume_frames_sent=9 pause_updates_received=30 pause_frames_received=15 resume_frames_received=15 total_pause_time_ms=331750.000000
fluid-flow-wan gid=83 switch=83 name=S044 ports=6 shared_buffer_gbit=100.000000 received_fragments=4774 sent_fragments=3490 buffered_residual_gbit=790.416980 sent_gbit=30173.164896 local_delivery_gbit=9308.068004 dropped_gbit=4868.453929 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=16 pause_frames_sent=8 resume_frames_sent=8 pause_updates_received=36 pause_frames_received=18 resume_frames_received=18 total_pause_time_ms=240100.000000
fluid-flow-wan gid=84 switch=84 name=S061 ports=5 shared_buffer_gbit=100.000000 received_fragments=3113 sent_fragments=3082 buffered_residual_gbit=3182.895155 sent_gbit=31775.744482 local_delivery_gbit=4910.284705 dropped_gbit=7984.701330 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=56 pause_frames_sent=28 resume_frames_sent=28 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=261200.000000
fluid-flow-wan gid=85 switch=85 name=S046 ports=7 shared_buffer_gbit=100.000000 received_fragments=5018 sent_fragments=4910 buffered_residual_gbit=3465.145445 sent_gbit=42291.698424 local_delivery_gbit=4790.112162 dropped_gbit=7996.783972 ready_queue_gbit=2.651798 shared_buffer_occupied_gbit=2.651798 pause_asserted=0 pause_updates_sent=64 pause_frames_sent=32 resume_frames_sent=32 pause_updates_received=24 pause_frames_received=12 resume_frames_received=12 total_pause_time_ms=113400.000000
fluid-flow-wan gid=86 switch=86 name=S057 ports=7 shared_buffer_gbit=100.000000 received_fragments=3989 sent_fragments=3830 buffered_residual_gbit=999.387551 sent_gbit=39104.544775 local_delivery_gbit=9740.859697 dropped_gbit=7373.264257 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=16 pause_frames_sent=8 resume_frames_sent=8 pause_updates_received=50 pause_frames_received=25 resume_frames_received=25 total_pause_time_ms=236250.000000
fluid-flow-wan gid=87 switch=87 name=S051 ports=6 shared_buffer_gbit=100.000000 received_fragments=4037 sent_fragments=3895 buffered_residual_gbit=2599.557854 sent_gbit=42155.071094 local_delivery_gbit=5380.109374 dropped_gbit=8500.432735 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=46 pause_frames_received=23 resume_frames_received=23 total_pause_time_ms=277350.000000
fluid-flow-wan gid=88 switch=88 name=S126 ports=5 shared_buffer_gbit=100.000000 received_fragments=2413 sent_fragments=2699 buffered_residual_gbit=2027.734390 sent_gbit=25451.712670 local_delivery_gbit=5635.405538 dropped_gbit=4786.140177 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=26 pause_frames_sent=13 resume_frames_sent=13 pause_updates_received=20 pause_frames_received=10 resume_frames_received=10 total_pause_time_ms=94500.000000
fluid-flow-wan gid=89 switch=89 name=S048 ports=6 shared_buffer_gbit=100.000000 received_fragments=3038 sent_fragments=3211 buffered_residual_gbit=3259.041946 sent_gbit=37560.363376 local_delivery_gbit=6831.697737 dropped_gbit=7624.940084 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=10 pause_frames_received=5 resume_frames_received=5 total_pause_time_ms=77250.000000
fluid-flow-wan gid=90 switch=90 name=S087 ports=4 shared_buffer_gbit=100.000000 received_fragments=2093 sent_fragments=2975 buffered_residual_gbit=4771.042713 sent_gbit=19448.609904 local_delivery_gbit=7797.022616 dropped_gbit=5058.789010 ready_queue_gbit=69.336819 shared_buffer_occupied_gbit=69.336819 pause_asserted=0 pause_updates_sent=64 pause_frames_sent=32 resume_frames_sent=32 pause_updates_received=4 pause_frames_received=2 resume_frames_received=2 total_pause_time_ms=18900.000000
fluid-flow-wan gid=91 switch=91 name=S104 ports=6 shared_buffer_gbit=100.000000 received_fragments=1854 sent_fragments=1777 buffered_residual_gbit=1355.909132 sent_gbit=29499.647029 local_delivery_gbit=6107.231841 dropped_gbit=5587.918592 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=24 pause_frames_sent=12 resume_frames_sent=12 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=271200.000000
fluid-flow-wan gid=92 switch=92 name=S050 ports=7 shared_buffer_gbit=100.000000 received_fragments=3937 sent_fragments=4630 buffered_residual_gbit=3285.825013 sent_gbit=47351.669754 local_delivery_gbit=5583.048179 dropped_gbit=9158.736541 ready_queue_gbit=9.255190 shared_buffer_occupied_gbit=9.255190 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=76 pause_frames_received=38 resume_frames_received=38 total_pause_time_ms=389100.000000
fluid-flow-wan gid=93 switch=93 name=S063 ports=7 shared_buffer_gbit=100.000000 received_fragments=4237 sent_fragments=4284 buffered_residual_gbit=3316.799194 sent_gbit=47429.594583 local_delivery_gbit=10570.471700 dropped_gbit=9842.590096 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=56 pause_frames_sent=28 resume_frames_sent=28 pause_updates_received=52 pause_frames_received=26 resume_frames_received=26 total_pause_time_ms=325700.000000
fluid-flow-wan gid=94 switch=94 name=S075 ports=5 shared_buffer_gbit=100.000000 received_fragments=2233 sent_fragments=2718 buffered_residual_gbit=4171.233329 sent_gbit=26495.691193 local_delivery_gbit=8095.909857 dropped_gbit=4974.440196 ready_queue_gbit=27.091147 shared_buffer_occupied_gbit=27.091147 pause_asserted=0 pause_updates_sent=56 pause_frames_sent=28 resume_frames_sent=28 pause_updates_received=18 pause_frames_received=9 resume_frames_received=9 total_pause_time_ms=105050.000000
fluid-flow-wan gid=95 switch=95 name=S052 ports=5 shared_buffer_gbit=100.000000 received_fragments=2409 sent_fragments=2264 buffered_residual_gbit=659.785919 sent_gbit=22354.113758 local_delivery_gbit=6741.811372 dropped_gbit=5446.948143 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=6 pause_frames_sent=3 resume_frames_sent=3 pause_updates_received=12 pause_frames_received=6 resume_frames_received=6 total_pause_time_ms=116700.000000
fluid-flow-wan gid=96 switch=96 name=S077 ports=6 shared_buffer_gbit=100.000000 received_fragments=2379 sent_fragments=2455 buffered_residual_gbit=3447.114538 sent_gbit=30571.768850 local_delivery_gbit=5809.882998 dropped_gbit=6541.745148 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=58 pause_frames_sent=29 resume_frames_sent=29 pause_updates_received=30 pause_frames_received=15 resume_frames_received=15 total_pause_time_ms=141750.000000
fluid-flow-wan gid=97 switch=97 name=S109 ports=8 shared_buffer_gbit=100.000000 received_fragments=5243 sent_fragments=4405 buffered_residual_gbit=1713.745294 sent_gbit=46263.314120 local_delivery_gbit=8729.037725 dropped_gbit=7825.274733 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=14 pause_frames_received=7 resume_frames_received=7 total_pause_time_ms=66150.000000
fluid-flow-wan gid=98 switch=98 name=S108 ports=6 shared_buffer_gbit=100.000000 received_fragments=3018 sent_fragments=2905 buffered_residual_gbit=2056.776214 sent_gbit=38701.770817 local_delivery_gbit=8390.962019 dropped_gbit=7723.830094 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=32 pause_frames_sent=16 resume_frames_sent=16 pause_updates_received=24 pause_frames_received=12 resume_frames_received=12 total_pause_time_ms=163400.000000
fluid-flow-wan gid=99 switch=99 name=S067 ports=7 shared_buffer_gbit=100.000000 received_fragments=3885 sent_fragments=4497 buffered_residual_gbit=4954.266982 sent_gbit=48416.002211 local_delivery_gbit=9314.597870 dropped_gbit=8946.438457 ready_queue_gbit=50.509610 shared_buffer_occupied_gbit=50.509610 pause_asserted=0 pause_updates_sent=78 pause_frames_sent=39 resume_frames_sent=39 pause_updates_received=24 pause_frames_received=12 resume_frames_received=12 total_pause_time_ms=113400.000000
fluid-flow-wan gid=100 switch=100 name=S056 ports=8 shared_buffer_gbit=100.000000 received_fragments=6107 sent_fragments=4499 buffered_residual_gbit=1613.286467 sent_gbit=45328.098258 local_delivery_gbit=7170.008065 dropped_gbit=8008.303260 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=22 pause_frames_sent=11 resume_frames_sent=11 pause_updates_received=18 pause_frames_received=9 resume_frames_received=9 total_pause_time_ms=95050.000000
fluid-flow-wan gid=101 switch=101 name=S076 ports=6 shared_buffer_gbit=100.000000 received_fragments=4006 sent_fragments=3651 buffered_residual_gbit=3054.401816 sent_gbit=32613.049428 local_delivery_gbit=6795.102947 dropped_gbit=5038.115124 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=54 pause_frames_sent=27 resume_frames_sent=27 pause_updates_received=8 pause_frames_received=4 resume_frames_received=4 total_pause_time_ms=37800.000000
fluid-flow-wan gid=102 switch=102 name=S058 ports=8 shared_buffer_gbit=100.000000 received_fragments=7703 sent_fragments=7266 buffered_residual_gbit=3411.546916 sent_gbit=58465.408450 local_delivery_gbit=10756.798918 dropped_gbit=12492.804008 ready_queue_gbit=0.000000 shared_buffer_occupied_gbit=0.000000 pause_asserted=0 pause_updates_sent=66 pause_frames_sent=33 resume_frames_sent=33 pause_updates_received=32 pause_frames_received=16 resume_frames_received=16 total_pause_time_ms=181200.000000
fluid-flow-wan gid=103 switch=103 name=S106 ports=7 shared_buffer_gbit=100.000000 received_fragments=5448 sent_fragments=5820 buffered_residual_gbit=4974.051404 sent_gbit=51616.054673 local_delivery_gbit=12880.032412 dropped_gbit=12014.032913 ready_queue_gbit=75.266901 shared_buffer_occupied_gbit=75.266901 pause_asserted=0 pause_updates_sent=90 pause_frames_sent=45 resume_frames_sent=45 pause_updates_received=36 pause_frames_received=18 resume_frames_received=18 total_pause_time_ms=240100.000000
